,bath,balcony,total_sqft_new,area_type_sq_feet,availability_maped,location_maped,size_sqft,society_maped
12019,2.0,3.0,1260.0,1300.0,82,200,900.0,814.0
12020,4.0,0.0,2500.0,1100.0,82,1216,640.0,
12021,3.0,1.0,1520.0,1500.0,82,510,480.0,243.0
12022,3.0,,1665.0,1300.0,82,242,1350.0,826.0
12023,3.0,,1800.0,1300.0,82,1153,1350.0,446.0
12024,2.0,1.0,1197.0,1300.0,82,521,900.0,1686.0
12025,2.0,2.0,1050.0,1300.0,82,809,900.0,
12026,4.0,2.0,910.0,1500.0,82,813,800.0,
12027,2.0,1.0,1241.0,1300.0,82,1187,1350.0,1700.0
12028,2.0,3.0,1567.0,1300.0,82,800,1350.0,966.0
12029,3.0,1.0,1747.0,1300.0,82,687,1350.0,2089.0
12030,2.0,2.0,1475.0,1300.0,34,1021,1350.0,2791.0
12031,4.0,1.0,600.0,1500.0,82,949,640.0,
12032,4.0,2.0,1524.0,1500.0,82,1301,480.0,
12033,2.0,1.0,980.0,1300.0,82,534,900.0,1095.0
12034,2.0,1.0,966.0,1300.0,28,368,900.0,2557.0
12035,3.0,2.0,2360.0,1300.0,82,437,1800.0,1176.0
12036,2.0,1.0,1112.0,1300.0,47,1076,900.0,231.0
12037,1.0,1.0,550.0,1300.0,82,428,900.0,970.0
12038,3.0,3.0,1760.0,1100.0,82,1163,1350.0,2651.0
12039,2.0,3.0,1830.0,1300.0,82,530,1350.0,367.0
12040,2.0,1.0,1175.0,1300.0,47,1305,900.0,1347.0
12041,2.0,1.0,1175.0,1300.0,82,1296,900.0,1995.0
12042,2.0,2.0,1025.0,1300.0,82,546,900.0,
12043,2.0,1.0,1232.0,1300.0,29,534,900.0,1736.0
12044,2.0,2.0,1010.0,1100.0,82,66,900.0,1860.0
12045,2.0,2.0,1273.0,1300.0,82,1076,900.0,2654.0
12046,2.0,2.0,1590.0,1300.0,17,236,900.0,1570.0
12047,2.0,1.0,1100.0,1300.0,82,100,900.0,1393.0
12048,2.0,1.0,1252.0,1300.0,82,430,1350.0,366.0
12049,5.0,3.0,2615.0,1300.0,82,33,1800.0,1645.0
12050,6.0,,1200.0,1500.0,82,148,800.0,
12051,2.0,1.0,1322.0,1300.0,82,1305,900.0,
12052,1.0,1.0,1000.0,1500.0,82,76,160.0,
12053,3.0,2.0,1755.0,1300.0,82,521,1350.0,1686.0
12054,2.0,2.0,1135.0,1300.0,82,430,900.0,1864.0
12055,10.0,2.0,1200.0,1500.0,82,1009,1280.0,
12056,4.0,1.0,1200.0,1500.0,82,428,640.0,
12057,2.0,2.0,1260.0,1300.0,82,878,900.0,
12058,5.0,2.0,3250.0,1500.0,82,542,800.0,
12059,4.0,2.0,3500.0,1500.0,82,115,640.0,2573.0
12060,6.0,2.0,1200.0,1500.0,82,813,800.0,
12061,2.0,1.0,1100.0,1300.0,54,681,1350.0,1617.0
12062,3.0,1.0,1305.0,1300.0,82,430,1350.0,
12063,2.0,1.0,1236.0,1100.0,82,162,900.0,2078.0
12064,1.0,2.0,1125.0,1100.0,82,1219,900.0,
12065,2.0,2.0,1075.0,1100.0,36,642,900.0,2100.0
12066,3.0,2.0,2000.0,1300.0,82,174,1350.0,
12067,5.0,1.0,772.0,1500.0,82,652,1280.0,
12068,6.0,0.0,2999.97,1100.0,82,1187,960.0,
12069,2.0,2.0,1150.0,1300.0,82,651,900.0,1238.0
12070,4.0,1.0,1440.0,1500.0,82,80,640.0,
12071,2.0,1.0,1085.0,1300.0,82,534,900.0,775.0
12072,3.0,0.0,1785.0,1100.0,82,526,1350.0,809.0
12073,4.0,3.0,2475.0,1300.0,82,807,1350.0,2128.0
12074,4.0,2.0,1930.0,1300.0,82,1187,1350.0,2316.0
12075,4.0,1.0,600.0,1300.0,82,61,900.0,
12076,1.0,0.0,800.0,1500.0,82,652,320.0,
12077,3.0,2.0,2450.0,1100.0,82,747,1800.0,
12078,4.0,0.0,1200.0,1500.0,18,1317,640.0,
12079,3.0,3.0,1920.0,1300.0,82,222,1350.0,1962.0
12080,2.0,2.0,1085.0,1300.0,28,735,900.0,
12081,1.0,2.0,760.0,1300.0,82,1187,450.0,323.0
12082,2.0,3.0,1201.0,1100.0,82,1061,900.0,1080.0
12083,3.0,2.0,1615.0,1300.0,33,428,1350.0,1621.0
12084,2.0,,1289.0,1300.0,82,505,900.0,38.0
12085,4.0,2.0,1991.0,1300.0,82,285,1350.0,1668.0
12086,2.0,2.0,1377.0,1300.0,82,687,900.0,867.0
12087,3.0,2.0,2880.0,1300.0,82,362,1350.0,1161.0
12088,3.0,2.0,1892.0,1500.0,82,776,480.0,1746.0
12089,3.0,3.0,2176.0,1100.0,82,1112,1350.0,868.0
12090,1.0,0.0,663.0,1300.0,65,1187,450.0,312.0
12091,2.0,1.0,1165.0,1100.0,30,428,900.0,
12092,4.0,1.0,3554.0,1300.0,82,1180,1350.0,2592.0
12093,2.0,1.0,1260.0,1300.0,82,1187,900.0,1369.0
12094,2.0,1.0,1095.0,1100.0,82,1288,900.0,1543.0
12095,2.0,2.0,1050.0,1300.0,82,640,900.0,
12096,2.0,2.0,1176.0,1300.0,82,1091,900.0,2424.0
12097,3.0,2.0,1801.0,1300.0,82,1187,1350.0,2316.0
12098,2.0,3.0,1315.0,1300.0,82,1296,900.0,
12099,2.0,2.0,1194.0,1300.0,82,948,900.0,1587.0
12100,2.0,1.0,2400.0,1500.0,82,864,320.0,
12101,2.0,3.0,1308.0,1300.0,35,1219,1350.0,982.0
12102,4.0,2.0,4250.0,1500.0,82,1076,640.0,71.0
12103,6.0,2.0,1806.0,1300.0,82,1187,1350.0,2316.0
12104,4.0,1.0,3671.0,1100.0,18,1187,640.0,
12105,3.0,2.0,2144.0,1300.0,82,542,1350.0,698.0
12106,2.0,3.0,1065.0,1100.0,82,554,900.0,497.0
12107,2.0,1.0,1205.0,1300.0,26,194,900.0,2349.0
12108,2.0,2.0,1160.0,1300.0,82,1219,900.0,1935.0
12109,4.0,2.0,750.0,1500.0,82,672,640.0,
12110,2.0,2.0,1194.0,1300.0,82,948,900.0,1587.0
12111,3.0,1.0,1200.0,1500.0,33,1337,480.0,
12112,3.0,3.0,1681.0,1300.0,82,45,1350.0,
12113,2.0,1.0,1130.0,1100.0,29,278,900.0,
12114,5.0,1.0,3633.0,1300.0,82,571,1800.0,686.0
12115,3.0,2.0,1843.0,1100.0,82,681,1350.0,1741.0
12116,2.0,1.0,1065.0,1100.0,30,278,900.0,
12117,3.0,2.0,1885.0,1300.0,82,1199,1350.0,2117.0
12118,2.0,2.0,1500.0,1300.0,82,978,900.0,
12119,2.0,2.0,1210.0,1300.0,82,944,900.0,
12120,2.0,1.0,1126.0,1300.0,82,1176,900.0,284.0
12121,2.0,2.0,1357.0,1300.0,82,1033,1350.0,1215.0
12122,2.0,2.0,1451.0,1300.0,82,1296,1350.0,1953.0
12123,3.0,3.0,1600.0,1500.0,82,722,640.0,
12124,2.0,1.0,950.0,1300.0,82,534,900.0,1375.0
12125,2.0,2.0,960.0,1100.0,82,242,900.0,2468.0
12126,3.0,3.0,1625.0,1300.0,82,39,1350.0,
12127,4.0,1.0,2200.0,1500.0,36,654,480.0,265.0
12128,2.0,2.0,1607.0,1300.0,82,113,1350.0,637.0
12129,2.0,1.0,900.0,1300.0,65,681,900.0,1617.0
12130,2.0,2.0,1080.0,1100.0,82,1114,900.0,2801.0
12131,3.0,1.0,2300.0,1300.0,82,356,1350.0,
12132,3.0,0.0,1708.0,1300.0,82,548,1800.0,1559.0
12133,5.0,2.0,2500.0,1100.0,82,1312,960.0,
12134,2.0,2.0,1690.0,1300.0,82,242,1350.0,1106.0
12135,3.0,0.0,2100.0,1100.0,82,989,800.0,
12136,2.0,2.0,1269.0,1300.0,82,60,900.0,
12137,2.0,2.0,1243.0,1300.0,82,518,900.0,1785.0
12138,3.0,2.0,1890.0,1100.0,82,518,1350.0,
12139,2.0,1.0,1165.0,1100.0,29,430,900.0,2471.0
12140,2.0,2.0,1196.0,1300.0,82,183,900.0,
12141,2.0,2.0,1194.0,1300.0,82,948,900.0,1587.0
12142,3.0,2.0,1630.0,1300.0,82,924,1350.0,349.0
12143,2.0,1.0,1063.0,1300.0,40,1296,900.0,24.0
12144,2.0,1.0,1025.0,1300.0,82,1108,900.0,13.0
12145,2.0,1.0,1067.0,1300.0,82,327,900.0,
12146,2.0,1.0,1299.0,1300.0,51,681,900.0,2284.0
12147,2.0,1.0,1343.0,1300.0,36,944,900.0,629.0
12148,2.0,2.0,1330.0,1300.0,82,433,1350.0,
12149,2.0,3.0,1524.0,1300.0,82,804,1350.0,2208.0
12150,4.0,2.0,2236.0,1300.0,82,778,1800.0,2303.0
12151,3.0,,2955.0,1300.0,82,412,1350.0,923.0
12152,2.0,2.0,1410.0,1300.0,35,1003,1350.0,
12153,3.0,3.0,1581.0,1300.0,82,736,1350.0,
12154,2.0,1.0,1205.0,1300.0,82,194,900.0,2349.0
12155,2.0,2.0,1270.0,1300.0,82,1201,1350.0,
12156,2.0,2.0,1353.0,1300.0,82,1224,1350.0,
12157,2.0,1.0,1200.0,1500.0,31,622,320.0,
12158,2.0,1.0,1250.0,1300.0,82,1322,1350.0,
12159,3.0,2.0,1950.2,1300.0,47,474,1350.0,2358.0
12160,2.0,1.0,1157.0,1300.0,37,1076,1350.0,231.0
12161,1.0,0.0,825.0,1300.0,42,675,450.0,820.0
12162,2.0,2.0,1000.0,1100.0,82,1076,900.0,2636.0
12163,1.0,1.0,602.0,1100.0,28,1305,450.0,1638.0
12164,4.0,0.0,3000.0,1100.0,82,807,800.0,
12165,2.0,0.0,1108.0,1300.0,68,542,900.0,804.0
12166,2.0,1.0,1040.0,1300.0,82,1201,900.0,
12167,2.0,1.0,1451.0,1300.0,54,1075,900.0,
12168,2.0,2.0,1196.0,1300.0,82,1004,900.0,853.0
12169,1.0,1.0,850.0,1300.0,36,681,450.0,1296.0
12170,3.0,2.0,2171.66,1300.0,47,474,1350.0,2358.0
12171,2.0,1.0,900.0,1300.0,82,672,900.0,2294.0
12172,1.0,1.0,720.0,1300.0,82,741,450.0,759.0
12173,3.0,2.0,1573.0,1300.0,82,1187,1350.0,323.0
12174,2.0,1.0,1026.0,1300.0,82,1076,900.0,94.0
12175,2.0,2.0,1400.0,1300.0,82,300,1350.0,
12176,2.0,2.0,1400.0,1100.0,33,430,1350.0,2471.0
12177,3.0,1.0,2100.0,1100.0,82,209,640.0,
12178,2.0,1.0,1150.0,1300.0,82,1076,900.0,2221.0
12179,3.0,2.0,1500.0,1300.0,82,1004,1350.0,
12180,3.0,2.0,2400.0,1300.0,82,807,1350.0,2151.0
12181,3.0,2.0,1200.0,1500.0,82,504,480.0,
12182,3.0,2.0,1790.0,1300.0,82,736,1350.0,2325.0
12183,2.0,2.0,1125.0,1300.0,82,1021,900.0,2009.0
12184,3.0,0.0,1830.5,1300.0,30,530,1350.0,715.0
12185,2.0,1.0,1100.0,1300.0,82,820,900.0,2382.0
12186,2.0,1.0,1080.0,1100.0,82,76,900.0,
12187,2.0,2.0,1105.0,1100.0,82,214,900.0,2184.0
12188,2.0,2.0,1110.0,1300.0,82,1187,900.0,1030.0
12189,1.0,1.0,708.0,1300.0,82,368,450.0,2557.0
12190,2.0,2.0,1027.0,1300.0,82,741,900.0,
12191,3.0,1.0,1600.0,1300.0,36,203,1350.0,
12192,6.0,2.0,3122.0,1300.0,82,1192,1800.0,1722.0
12193,2.0,2.0,1205.0,1300.0,82,1076,900.0,1290.0
12194,2.0,2.0,1450.0,1300.0,82,66,1350.0,1416.0
12195,4.0,2.0,750.0,1500.0,82,1201,640.0,
12196,1.0,0.0,540.0,1500.0,82,137,160.0,
12197,2.0,2.0,1200.0,1100.0,82,370,900.0,1687.0
12198,5.0,1.0,1200.0,1500.0,82,872,800.0,
12199,2.0,2.0,1837.0,1300.0,82,657,1350.0,1394.0
12200,2.0,1.0,1346.0,1300.0,30,1296,900.0,1723.0
12201,2.0,1.0,1012.0,1100.0,82,194,900.0,2349.0
12202,3.0,2.0,1950.2,1300.0,30,474,1350.0,2358.0
12203,2.0,2.0,1125.0,1300.0,82,156,900.0,
12204,2.0,2.0,1500.0,1300.0,82,653,1350.0,2392.0
12205,2.0,1.0,1197.0,1300.0,82,521,900.0,1686.0
12206,2.0,2.0,1230.0,1300.0,39,312,1350.0,2514.0
12207,2.0,2.0,1100.0,1300.0,82,181,900.0,
12208,2.0,2.0,1563.0,1300.0,82,315,1350.0,54.0
12209,4.0,1.0,2240.0,1500.0,82,59,1120.0,
12210,4.0,2.0,3729.0,1300.0,82,526,1800.0,833.0
12211,3.0,1.0,1600.0,1500.0,82,1076,480.0,1123.0
12212,3.0,3.0,1715.0,1300.0,82,485,1350.0,2343.0
12213,4.0,1.0,2400.0,1100.0,82,222,640.0,
12214,2.0,2.0,1151.0,1300.0,33,1021,900.0,2791.0
12215,6.0,2.0,1200.0,1500.0,82,214,960.0,
12216,2.0,2.0,1123.0,1100.0,82,1219,900.0,
12217,2.0,1.0,1276.0,1300.0,56,1296,900.0,
12218,2.0,3.0,1315.0,1300.0,82,1305,900.0,2762.0
12219,2.0,2.0,1270.0,1300.0,82,958,1350.0,
12220,2.0,2.0,1325.0,1300.0,82,978,900.0,
12221,3.0,2.0,1600.0,1300.0,28,1231,1350.0,1385.0
12222,3.0,2.0,1660.0,1300.0,82,599,1350.0,342.0
12223,2.0,3.0,1299.0,1300.0,82,721,900.0,1584.0
12224,2.0,1.0,953.0,1300.0,82,518,900.0,1532.0
12225,2.0,3.0,1457.0,1300.0,82,495,900.0,1553.0
12226,1.0,1.0,1000.0,1300.0,36,1231,900.0,
12227,2.0,3.0,1100.0,1100.0,82,804,1350.0,
12228,2.0,1.0,1075.0,1300.0,82,1305,1350.0,1632.0
12229,3.0,3.0,1450.0,1300.0,82,681,1350.0,987.0
12230,6.0,2.0,5515.0,1300.0,82,571,2250.0,686.0
12231,1.0,1.0,950.0,1300.0,82,242,450.0,2599.0
12232,3.0,1.0,1200.0,1500.0,82,231,800.0,
12233,2.0,2.0,1013.0,1300.0,82,111,900.0,183.0
12234,2.0,2.0,1140.0,1300.0,82,534,900.0,
12235,3.0,3.0,2100.0,1300.0,82,62,1350.0,
12236,3.0,1.0,1430.0,1300.0,82,1305,1350.0,181.0
12237,3.0,0.0,600.0,1500.0,82,573,640.0,
12238,3.0,2.0,1600.0,1000.0,82,124,1350.0,848.0
12239,2.0,1.0,1190.0,1300.0,82,162,900.0,2778.0
12240,3.0,2.0,1625.0,1300.0,82,152,1350.0,1904.0
12241,2.0,2.0,1210.0,1300.0,82,351,900.0,
12242,3.0,2.0,1615.0,1300.0,82,766,1350.0,1887.0
12243,2.0,2.0,1180.0,1300.0,82,657,900.0,1321.0
12244,2.0,0.0,1500.0,1500.0,82,875,320.0,
12245,2.0,1.0,850.0,1100.0,82,242,900.0,2468.0
12246,2.0,2.0,1130.0,1300.0,82,736,900.0,
12247,2.0,2.0,907.0,1300.0,82,300,900.0,
12248,2.0,3.0,1300.0,1100.0,82,504,900.0,2685.0
12249,3.0,1.0,1891.0,1300.0,82,534,1350.0,2080.0
12250,3.0,3.0,1735.0,1300.0,82,534,1350.0,2327.0
12251,2.0,1.0,1075.0,1300.0,82,275,1350.0,1669.0
12252,5.0,0.0,258.33385008,1100.0,82,482,2250.0,
12253,4.0,3.0,2040.0,1100.0,82,747,3150.0,
12254,3.0,2.0,1590.0,1300.0,82,1219,1350.0,113.0
12255,5.0,2.0,1600.0,1500.0,82,617,800.0,
12256,2.0,3.0,1160.0,1100.0,82,401,900.0,
12257,1.0,1.0,930.0,1300.0,82,1181,900.0,
12258,2.0,1.0,1010.0,1100.0,82,375,900.0,370.0
12259,2.0,2.0,1221.0,1300.0,82,428,900.0,356.0
12260,4.0,3.0,2400.0,1500.0,82,200,640.0,
12261,2.0,1.0,1108.0,1300.0,77,542,900.0,804.0
12262,4.0,2.0,1000.0,1500.0,82,1257,640.0,
12263,2.0,1.0,1370.0,1300.0,28,1076,900.0,1738.0
12264,2.0,1.0,920.0,1300.0,82,210,900.0,
12265,2.0,1.0,1277.0,1300.0,36,259,900.0,1885.0
12266,2.0,2.0,1213.0,1300.0,36,545,900.0,
12267,3.0,2.0,1653.0,1300.0,82,1122,1350.0,
12268,3.0,3.0,2400.0,1500.0,82,1075,640.0,1591.0
12269,5.0,3.0,3000.0,1300.0,82,32,1800.0,
12270,4.0,3.0,1600.0,1500.0,82,736,640.0,
12271,2.0,,1321.0,1300.0,82,433,1350.0,2056.0
12272,3.0,2.0,1570.0,1300.0,82,681,1350.0,987.0
12273,8.0,,1150.0,1100.0,82,536,1280.0,
12274,2.0,3.0,1053.0,1300.0,82,882,900.0,2600.0
12275,2.0,3.0,1325.0,1300.0,82,559,1350.0,1540.0
12276,2.0,1.0,1169.0,1300.0,37,1334,900.0,
12277,2.0,1.0,1274.0,1300.0,56,188,900.0,515.0
12278,2.0,2.0,1317.0,1300.0,82,1296,900.0,2372.0
12279,2.0,1.0,1195.0,1100.0,82,766,900.0,1887.0
12280,4.0,0.0,2858.0,1300.0,37,1296,1800.0,230.0
12281,2.0,2.0,940.0,1300.0,82,671,900.0,2077.0
12282,3.0,2.0,1820.0,1100.0,82,285,1350.0,1668.0
12283,3.0,3.0,1450.0,1300.0,82,681,1350.0,
12284,3.0,0.0,1615.0,1100.0,82,1296,1350.0,2492.0
12285,2.0,3.0,2200.0,1100.0,82,872,1350.0,
12286,2.0,1.0,985.0,1300.0,82,1153,900.0,1363.0
12287,2.0,1.0,1116.0,1100.0,82,433,900.0,
12288,2.0,1.0,656.0,1300.0,82,157,900.0,998.0
12289,2.0,1.0,1105.0,1300.0,82,653,900.0,1930.0
12290,2.0,1.0,1220.0,1300.0,82,1296,900.0,1889.0
12291,3.0,2.0,1400.0,1100.0,82,542,1350.0,1259.0
12292,3.0,0.0,2400.0,1100.0,82,262,640.0,
12293,3.0,0.0,850.0,1500.0,82,123,480.0,
12294,2.0,1.0,1000.0,1100.0,82,1219,900.0,179.0
12295,3.0,3.0,1660.0,1300.0,82,222,1350.0,
12296,2.0,1.0,1330.0,1300.0,82,1219,1350.0,113.0
12297,2.0,1.0,1165.0,1300.0,36,924,900.0,2171.0
12298,2.0,2.0,1153.0,1300.0,82,285,900.0,1668.0
12299,2.0,2.0,1270.0,1100.0,82,222,900.0,1749.0
12300,2.0,2.0,1070.0,1300.0,29,44,900.0,
12301,2.0,,1427.0,1100.0,82,992,1350.0,1562.0
12302,2.0,2.0,1420.0,1300.0,82,209,1350.0,2073.0
12303,5.0,0.0,1600.0,1500.0,82,736,640.0,
12304,2.0,2.0,2031.0,1300.0,82,773,900.0,
12305,2.0,1.0,1454.0,1300.0,45,242,900.0,2570.0
12306,2.0,3.0,1116.0,1300.0,82,1296,900.0,2290.0
12307,3.0,1.0,2000.0,1500.0,82,831,640.0,
12308,2.0,1.0,1346.0,1300.0,33,1076,900.0,1738.0
12309,2.0,1.0,1062.0,1300.0,82,536,900.0,2484.0
12310,1.0,1.0,700.0,1300.0,82,10,450.0,
12311,2.0,1.0,1405.0,1300.0,42,589,900.0,2180.0
12312,2.0,2.0,1100.0,1100.0,82,406,900.0,
12313,4.0,3.0,2153.0,1500.0,82,325,480.0,2569.0
12314,3.0,2.0,1200.0,1500.0,82,669,480.0,
12315,3.0,2.0,2135.0,1300.0,82,1216,1350.0,1035.0
12316,2.0,1.0,1125.0,1300.0,82,1219,900.0,113.0
12317,2.0,2.0,1350.0,1300.0,82,45,1350.0,
12318,2.0,3.0,1068.0,1100.0,82,938,900.0,
12319,2.0,1.0,940.0,1300.0,82,406,900.0,1650.0
12320,2.0,1.0,1063.0,1300.0,36,548,900.0,1996.0
12321,2.0,2.0,1382.0,1300.0,82,284,900.0,2481.0
12322,2.0,1.0,936.0,1300.0,82,521,900.0,
12323,2.0,3.0,1400.0,1300.0,82,642,1350.0,1812.0
12324,1.0,1.0,475.0,1300.0,53,1076,450.0,90.0
12325,2.0,1.0,1200.0,1300.0,82,759,900.0,
12326,3.0,3.0,1450.0,1300.0,82,466,1350.0,2660.0
12327,2.0,1.0,1162.0,1300.0,82,741,900.0,759.0
12328,2.0,1.0,1161.0,1300.0,30,548,900.0,1280.0
12329,2.0,2.0,1623.29,1300.0,82,485,1350.0,2343.0
12330,2.0,1.0,1260.0,1300.0,82,284,900.0,1083.0
12331,3.0,2.0,1672.0,1500.0,82,271,640.0,1828.0
12332,4.0,2.0,3000.0,1500.0,82,1091,480.0,117.0
12333,2.0,0.0,1500.0,1300.0,82,856,1350.0,2747.0
12334,1.0,0.0,705.0,1300.0,58,285,450.0,376.0
12335,6.0,,1650.0,1500.0,82,458,800.0,
12336,3.0,3.0,2000.0,1300.0,82,409,1350.0,2057.0
12337,1.0,0.0,1675.0,1500.0,82,1201,160.0,
12338,3.0,2.0,1200.0,1500.0,82,428,480.0,689.0
12339,2.0,2.0,1100.0,1300.0,82,872,900.0,
12340,2.0,3.0,1400.0,1300.0,82,1296,1350.0,2088.0
12341,3.0,2.0,2257.0,1300.0,82,1021,1350.0,512.0
12342,2.0,2.0,1153.0,1300.0,82,285,900.0,1668.0
12343,2.0,1.0,1197.0,1300.0,82,1076,900.0,420.0
12344,2.0,2.0,1150.0,1300.0,82,1115,900.0,2780.0
12345,1.0,1.0,595.0,1300.0,54,105,450.0,
12346,3.0,1.0,1837.0,1300.0,68,542,1350.0,804.0
12347,4.0,,3750.0,1500.0,82,748,640.0,
12348,3.0,3.0,1830.0,1300.0,82,242,1350.0,1527.0
12349,3.0,3.0,1715.0,1300.0,82,485,1350.0,2310.0
12350,2.0,1.0,970.0,1300.0,82,428,900.0,1320.0
12351,3.0,2.0,1200.0,1500.0,82,526,640.0,
12352,5.0,1.0,2700.0,1100.0,82,864,640.0,
12353,4.0,2.0,5480.0,1500.0,82,1115,480.0,1719.0
12354,5.0,1.0,2400.0,1100.0,82,1257,1800.0,
12355,4.0,2.0,3040.0,1300.0,82,1076,1800.0,1460.0
12356,2.0,1.0,1168.0,1300.0,33,1004,900.0,1678.0
12357,2.0,2.0,1160.0,1300.0,82,238,900.0,613.0
12358,3.0,2.0,1500.0,1100.0,82,803,1350.0,1084.0
12359,2.0,1.0,600.0,1500.0,82,747,320.0,
12360,7.0,3.0,1200.0,1500.0,82,66,1280.0,
12361,2.0,1.0,850.0,1300.0,30,569,900.0,
12362,2.0,2.0,935.0,1300.0,82,1024,900.0,175.0
12363,5.0,1.0,1200.0,1500.0,82,1214,800.0,
12364,1.0,1.0,654.0,1300.0,28,394,450.0,
12365,3.0,1.0,1650.0,1100.0,82,412,1350.0,1613.0
12366,5.0,0.0,5656.0,1500.0,82,407,480.0,1673.0
12367,2.0,1.0,1300.0,1300.0,82,1268,900.0,1923.0
12368,2.0,1.0,950.0,1300.0,82,654,900.0,301.0
12369,3.0,2.0,1250.0,1300.0,36,1117,1350.0,
12370,2.0,1.0,1072.0,1300.0,82,400,900.0,
12371,2.0,2.0,1425.0,1300.0,82,136,1350.0,2257.0
12372,1.0,0.0,1165.0,1100.0,82,1219,900.0,2155.0
12373,2.0,2.0,1390.0,1300.0,82,692,1350.0,
12374,3.0,2.0,1510.0,1100.0,82,657,1350.0,1809.0
12375,2.0,2.0,1305.0,1300.0,82,1187,900.0,751.0
12376,6.0,2.0,1200.0,1500.0,82,1257,960.0,
12377,2.0,2.0,866.0,1100.0,82,722,900.0,2806.0
12378,2.0,1.0,1231.0,1300.0,82,561,900.0,2721.0
12379,2.0,3.0,1360.0,1300.0,82,1129,1350.0,
12380,3.0,3.0,2500.0,1300.0,82,1312,1350.0,924.0
12381,2.0,3.0,1140.0,1300.0,82,1296,900.0,2337.0
12382,1.0,1.0,525.0,1300.0,65,681,450.0,1617.0
12383,2.0,1.0,1295.0,1300.0,51,1296,900.0,
12384,2.0,2.0,1020.0,1300.0,82,547,900.0,
12385,4.0,,3504.0,1300.0,30,923,1800.0,991.0
12386,1.0,0.0,1200.0,1500.0,82,1116,320.0,
12387,2.0,1.0,1100.0,1300.0,82,1257,900.0,542.0
12388,4.0,3.0,4723.0,1500.0,42,222,640.0,1771.0
12389,2.0,2.0,820.0,1300.0,82,735,900.0,
12390,4.0,1.0,3508.0,1500.0,82,1075,640.0,1672.0
12391,4.0,2.0,3700.0,1500.0,82,1250,640.0,
12392,2.0,2.0,1354.0,1300.0,82,657,900.0,108.0
12393,3.0,2.0,2453.0,1300.0,82,229,1800.0,338.0
12394,2.0,1.0,1154.0,1300.0,82,454,900.0,
12395,2.0,3.0,1680.0,1300.0,82,76,1350.0,
12396,2.0,2.0,1205.0,1300.0,36,433,900.0,2195.0
12397,2.0,2.0,1400.0,1100.0,82,1004,1350.0,
12398,3.0,1.0,1625.0,1000.0,82,415,1350.0,2717.0
12399,3.0,1.0,1500.0,1100.0,82,428,480.0,
12400,2.0,3.0,1520.0,1300.0,82,222,1350.0,1962.0
12401,3.0,1.0,1300.0,1100.0,82,56,900.0,
12402,2.0,2.0,1150.0,1300.0,82,809,900.0,
12403,3.0,3.0,1762.0,1300.0,28,651,1350.0,124.0
12404,2.0,2.0,1153.0,1300.0,82,285,900.0,1668.0
12405,4.0,1.0,2650.0,1300.0,82,1305,1800.0,1164.0
12406,2.0,2.0,1350.0,1300.0,82,1129,1350.0,1992.0
12407,2.0,2.0,950.0,1300.0,82,271,900.0,1828.0
12408,3.0,3.0,3295.0,1300.0,82,599,1350.0,1166.0
12409,3.0,3.0,1515.0,1300.0,82,354,1350.0,1076.0
12410,2.0,2.0,1100.0,1300.0,82,901,900.0,2795.0
12411,2.0,2.0,1250.0,1300.0,82,291,900.0,
12412,2.0,0.0,1200.0,1100.0,82,500,320.0,
12413,8.0,3.0,2500.0,1300.0,82,66,3150.0,
12414,4.0,2.0,1200.0,1500.0,82,554,640.0,
12415,2.0,2.0,1355.0,1300.0,82,1305,1350.0,1777.0
12416,3.0,1.0,1115.0,1300.0,36,411,1350.0,
12417,3.0,2.0,1275.0,1300.0,28,78,1350.0,
12418,3.0,2.0,2051.0,1300.0,51,937,1350.0,2322.0
12419,2.0,2.0,1470.0,1300.0,82,183,1350.0,1234.0
12420,2.0,3.0,1550.0,1300.0,82,1118,1350.0,2679.0
12421,2.0,1.0,1270.0,1100.0,82,222,1350.0,1962.0
12422,4.0,2.0,2119.0,1300.0,33,259,1800.0,1885.0
12423,3.0,3.0,1600.0,1300.0,82,526,1350.0,809.0
12424,2.0,2.0,1320.0,1300.0,82,742,1350.0,6.0
12425,3.0,,2505.0,1300.0,82,475,1350.0,1214.0
12426,2.0,1.0,1410.0,1300.0,82,1185,1350.0,621.0
12427,2.0,3.0,1200.0,1300.0,82,1296,900.0,514.0
12428,2.0,1.0,1705.0,1300.0,38,318,1350.0,
12429,2.0,1.0,995.0,1300.0,82,428,900.0,1558.0
12430,2.0,1.0,1081.0,1100.0,82,546,900.0,
12431,2.0,2.0,1194.0,1300.0,82,948,900.0,1587.0
12432,1.0,1.0,605.0,1300.0,30,1131,450.0,2259.0
12433,1.0,1.0,567.0,1100.0,82,1305,450.0,190.0
12434,3.0,2.0,1718.0,1300.0,82,1009,900.0,
12435,2.0,0.0,1410.5,1300.0,54,211,1350.0,344.0
12436,5.0,1.0,600.0,1500.0,82,47,480.0,
12437,3.0,2.0,1715.0,1300.0,82,485,1350.0,2343.0
12438,5.0,,3206.0,1500.0,82,394,640.0,
12439,4.0,,1500.0,1500.0,82,751,640.0,1878.0
12440,3.0,2.0,1846.0,1300.0,82,222,1350.0,703.0
12441,3.0,1.0,600.0,1500.0,82,353,480.0,
12442,2.0,3.0,1015.0,1300.0,82,1296,900.0,11.0
12443,8.0,,4350.0,1500.0,82,409,640.0,
